8955,2482,0
10789,2617,0
0,0,0
6633,2778,0
9548,3119,25
0,2664,33
0,2060,0
0,2060,0
0,2060,0
0,2060,0
0,2060,0
0,2060,0
0,735,20
0,1820,0
2101,2224,46
0,1820,0
0,1820,0
9766,2442,0
165,1849,0
0,1822,0
0,1820,0
0,251,0
7225,3065,25
1988,2207,0
1577,1977,1
0,1841,0
9348,4286,56
11761,3920,24
13987,3856,46
4131,2584,27
14,787,0
15491,2244,18
14097,2188,50
10467,2014,9
12437,2115,50
12307,2055,14
18952,2437,73
12010,2158,38
12480,2170,55
13417,2244,45
14400,2188,27
12495,2231,33
10148,2100,19
12362,2188,21
5893,917,43
11680,2573,50
10976,2575,9
16806,3086,104
15266,2886,70
12084,2676,50
13513,2811,64
14100,2840,61
12627,2871,54
10345,2613,2
10146,2700,1
12168,2871,18
7413,1023,53
11463,2496,38
87,1641,0
1949,1794,3
6101,2421,31
7478,2439,25
7352,2233,19
14604,2862,76
9634,2752,50
7338,2519,27
569,1799,0
6242,2543,46
430,625,0
20188,3377,124
25701,3697,165
17395,3209,100
17167,3167,98
16435,3122,100
17078,3176,101
11693,2790,60
11159,2715,59
10118,2684,30
16064,3097,96
290,791,0
0,1429,0
0,1429,0
0,1429,0
0,1429,0
0,1429,0
1931,1607,0
5181,1776,15
12026,2162,47
5360,1832,8
2545,1657,0
1636,1377,0
0,0,0
14179,3669,73
3358,2702,0
9152,3304,25
13935,4234,105
12846,4128,113
9124,3798,55
9725,3839,83
8350,3713,72
2240,2606,0
2631,2624,0
8837,3775,74
3246,1882,65
2174,2360,0
3494,2517,0
2380,2400,0
3159,2462,0
6835,2786,5
2098,2354,0
2816,2437,0
1408,1814,0
4592,2260,4
8452,3004,9
7238,2667,2
3821,2229,0
2332,2100,1
2121,2114,0
1291,1961,0
1467,1953,2
1022,1890,0
4605,2253,0
178,1725,0
20,728,0
18700,3527,67
27572,4220,116
15260,3864,106
20779,3662,78
10695,2834,10
24136,4039,87
10910,2947,32
23014,4196,70
16470,3841,90
28497,4526,128
10622,2820,18
2350,938,0
